Country,Region,scenario,Technology,year,generation_GWh
Canada,PE,JANDG,Hydro,2010,0
Canada,PE,JANDG,Hydro,2020,0
Canada,PE,JANDG,Natural Gas,2010,0.757
Canada,PE,JANDG,Natural Gas,2020,5.486
Canada,PE,JANDG,Nuclear,2010,0
Canada,PE,JANDG,Nuclear,2020,0
Canada,PE,JANDG,Other,2010,0
Canada,PE,JANDG,Other,2020,0
Canada,PE,JANDG,Solar,2010,0
Canada,PE,JANDG,Solar,2020,0.573
Canada,PE,JANDG,Wind,2010,353.523
Canada,PE,JANDG,Wind,2020,644.132
Canada,QC,CER_HighDemand,Hydro,2010,178860.273
Canada,QC,CER_HighDemand,Hydro,2020,194150.539
Canada,QC,CER_HighDemand,Hydro,2030,230922.2274
Canada,QC,CER_HighDemand,Hydro,2040,210589.2455
Canada,QC,CER_HighDemand,Hydro,2050,200763.879
Canada,QC,CER_HighDemand,Natural Gas,2010,1566.652
Canada,QC,CER_HighDemand,Natural Gas,2020,2025.703
Canada,QC,CER_HighDemand,Natural Gas,2030,3620.566461
Canada,QC,CER_HighDemand,Natural Gas,2040,2477.436798
Canada,QC,CER_HighDemand,Natural Gas,2050,2122.872355
Canada,QC,CER_HighDemand,Nuclear,2010,3291.508
Canada,QC,CER_HighDemand,Nuclear,2020,0
Canada,QC,CER_HighDemand,Other,2010,0
Canada,QC,CER_HighDemand,Other,2020,0
Canada,QC,CER_HighDemand,Solar,2010,0
Canada,QC,CER_HighDemand,Solar,2020,1.427
Canada,QC,CER_HighDemand,Solar,2030,6769.107392
Canada,QC,CER_HighDemand,Solar,2040,17465.15041
Canada,QC,CER_HighDemand,Solar,2050,33601.87092
Canada,QC,CER_HighDemand,Storage,2030,0
Canada,QC,CER_HighDemand,Storage,2040,0
Canada,QC,CER_HighDemand,Storage,2050,0
Canada,QC,CER_HighDemand,Wind,2010,376.013
Canada,QC,CER_HighDemand,Wind,2020,10836.985
Canada,QC,CER_HighDemand,Wind,2030,16521.01301
Canada,QC,CER_HighDemand,Wind,2040,54313.80433
Canada,QC,CER_HighDemand,Wind,2050,105955.3876
Canada,QC,DSF,Biomass,2025,150.273
Canada,QC,DSF,Biomass,2030,150.273
Canada,QC,DSF,Biomass,2035,0.753
Canada,QC,DSF,Biomass,2040,0
Canada,QC,DSF,Biomass,2045,0
Canada,QC,DSF,Biomass,2050,0
Canada,QC,DSF,Hydro,2010,178860.273
Canada,QC,DSF,Hydro,2020,194150.539
Canada,QC,DSF,Hydro,2025,173375.973
Canada,QC,DSF,Hydro,2030,182667.376
Canada,QC,DSF,Hydro,2035,194687.441
Canada,QC,DSF,Hydro,2040,162537.185
Canada,QC,DSF,Hydro,2045,131844.949
Canada,QC,DSF,Hydro,2050,132494.594
Canada,QC,DSF,Natural Gas,2010,1566.652
Canada,QC,DSF,Natural Gas,2020,2025.703
Canada,QC,DSF,Natural Gas,2025,397.917
Canada,QC,DSF,Natural Gas,2030,45.187
Canada,QC,DSF,Natural Gas,2035,0
Canada,QC,DSF,Natural Gas,2040,0
Canada,QC,DSF,Natural Gas,2045,0
Canada,QC,DSF,Natural Gas,2050,0
Canada,QC,DSF,Nuclear,2010,3291.508
Canada,QC,DSF,Nuclear,2020,0
Canada,QC,DSF,Nuclear,2025,0
Canada,QC,DSF,Nuclear,2030,0
Canada,QC,DSF,Nuclear,2035,0
Canada,QC,DSF,Nuclear,2040,0
Canada,QC,DSF,Nuclear,2045,0
Canada,QC,DSF,Nuclear,2050,0
Canada,QC,DSF,Other,2010,0
Canada,QC,DSF,Other,2020,0
Canada,QC,DSF,Other fossil fuels,2025,0
Canada,QC,DSF,Other fossil fuels,2030,0
Canada,QC,DSF,Other fossil fuels,2035,0
Canada,QC,DSF,Other fossil fuels,2040,0
Canada,QC,DSF,Other fossil fuels,2045,0
Canada,QC,DSF,Other fossil fuels,2050,0
Canada,QC,DSF,Solar,2010,0
Canada,QC,DSF,Solar,2020,1.427
Canada,QC,DSF,Solar,2025,0
Canada,QC,DSF,Solar,2030,0
Canada,QC,DSF,Solar,2035,0
Canada,QC,DSF,Solar,2040,9067.447
Canada,QC,DSF,Solar,2045,11687.981
Canada,QC,DSF,Solar,2050,11687.981
Canada,QC,DSF,Wind,2010,376.013
Canada,QC,DSF,Wind,2020,10836.985
Canada,QC,DSF,Wind,2025,12535.39
Canada,QC,DSF,Wind,2030,18360.912
Canada,QC,DSF,Wind,2035,21369.93
Canada,QC,DSF,Wind,2040,39038.865
Canada,QC,DSF,Wind,2045,76350.313
Canada,QC,DSF,Wind,2050,87949.044
Canada,QC,EPRI,Hydro,2010,178860.273
Canada,QC,EPRI,Hydro,2020,194150.539
Canada,QC,EPRI,Natural Gas,2010,1566.652
Canada,QC,EPRI,Natural Gas,2020,2025.703
Canada,QC,EPRI,Nuclear,2010,3291.508
Canada,QC,EPRI,Nuclear,2020,0
Canada,QC,EPRI,Other,2010,0
Canada,QC,EPRI,Other,2020,0
Canada,QC,EPRI,Solar,2010,0
Canada,QC,EPRI,Solar,2020,1.427
Canada,QC,EPRI,Wind,2010,376.013
Canada,QC,EPRI,Wind,2020,10836.985
Canada,QC,IET,Biomass,2025,3005.660230277802
Canada,QC,IET,Biomass,2030,3194.255092500026
Canada,QC,IET,Biomass,2035,7760.444502500062
Canada,QC,IET,Biomass,2040,8996.819731111184
Canada,QC,IET,Biomass,2045,11757.778675833428
Canada,QC,IET,Biomass,2050,11257.887336666756
Canada,QC,IET,Distributed solar,2025,8.178736616666733
Canada,QC,IET,Distributed solar,2030,6.510296411111163
Canada,QC,IET,Distributed solar,2035,8748.743411111182
Canada,QC,IET,Distributed solar,2040,8747.306391666736
Canada,QC,IET,Distributed solar,2045,8745.869369444516
Canada,QC,IET,Distributed solar,2050,8745.007158333403
Canada,QC,IET,Hydro,2010,178860.273
Canada,QC,IET,Hydro,2020,194150.539
Canada,QC,IET,Hydro,2025,204276.91633333496
Canada,QC,IET,Hydro,2030,204276.91633333496
Canada,QC,IET,Hydro,2035,208494.68088889055
Canada,QC,IET,Hydro,2040,210028.4134722239
Canada,QC,IET,Hydro,2045,210028.4134722239
Canada,QC,IET,Hydro,2050,210028.4134722239
Canada,QC,IET,Natural Gas,2010,1566.652
Canada,QC,IET,Natural Gas,2020,2025.703
Canada,QC,IET,Natural Gas,2025,114.3098356666676
Canada,QC,IET,Natural Gas,2030,114.3098356666676
Canada,QC,IET,Natural Gas,2035,114.3098356666676
Canada,QC,IET,Natural Gas,2040,114.3098356666676
Canada,QC,IET,Natural Gas,2045,114.3098356666676
Canada,QC,IET,Natural Gas,2050,114.3098356666676
Canada,QC,IET,Nuclear,2010,3291.508
Canada,QC,IET,Nuclear,2020,0
Canada,QC,IET,Other,2010,0
Canada,QC,IET,Other,2020,0
Canada,QC,IET,Other fossil fuels,2025,94.4128459416674
Canada,QC,IET,Other fossil fuels,2030,75.5302767638895
Canada,QC,IET,Other fossil fuels,2035,56.64770756111157
Canada,QC,IET,Other fossil fuels,2040,37.76513838333364
Canada,QC,IET,Other fossil fuels,2045,18.88256918888904
Canada,QC,IET,Other fossil fuels,2050,0
Canada,QC,IET,Other renewables,2025,6.963884891666723
Canada,QC,IET,Other renewables,2030,6.35203791388894
Canada,QC,IET,Other renewables,2035,3.4289329388889165
Canada,QC,IET,Other renewables,2040,0.5648743691666712
Canada,QC,IET,Other renewables,2045,0
Canada,QC,IET,Other renewables,2050,0
Canada,QC,IET,Solar,2010,0
Canada,QC,IET,Solar,2020,1.427
Canada,QC,IET,Solar,2025,15.490811922222347
Canada,QC,IET,Solar,2030,15.490811922222347
Canada,QC,IET,Solar,2035,1650.8862033333469
Canada,QC,IET,Solar,2040,9627.842611111188
Canada,QC,IET,Solar,2045,13316.499027777883
Canada,QC,IET,Solar,2050,18897.591511111263
Canada,QC,IET,Storage,2025,2.1034093594444614
Canada,QC,IET,Storage,2030,1.1253414386111202
Canada,QC,IET,Storage,2035,2915.4764083333566
Canada,QC,IET,Storage,2040,2915.8715111111346
Canada,QC,IET,Storage,2045,2915.1061333333564
Canada,QC,IET,Storage,2050,2915.105561111134
Canada,QC,IET,Wind,2010,376.013
Canada,QC,IET,Wind,2020,10836.985
Canada,QC,IET,Wind,2025,9973.176469444525
Canada,QC,IET,Wind,2030,9972.628969444526
Canada,QC,IET,Wind,2035,9969.647580555637
Canada,QC,IET,Wind,2040,22851.44192500018
Canada,QC,IET,Wind,2045,31610.26547222248
Canada,QC,IET,Wind,2050,44863.09008333369
Canada,QC,JANDG,Biomass,2025,1600
Canada,QC,JANDG,Biomass,2030,2800
Canada,QC,JANDG,Biomass,2035,4100
Canada,QC,JANDG,Biomass with CCUS,2025,0
Canada,QC,JANDG,Biomass with CCUS,2030,0
Canada,QC,JANDG,Biomass with CCUS,2035,0
Canada,QC,JANDG,Hydro,2010,178860.273
Canada,QC,JANDG,Hydro,2020,194150.539
Canada,QC,JANDG,Hydro,2025,199400
Canada,QC,JANDG,Hydro,2030,199300
Canada,QC,JANDG,Hydro,2035,207800
Canada,QC,JANDG,Natural Gas,2010,1566.652
Canada,QC,JANDG,Natural Gas,2020,2025.703
Canada,QC,JANDG,Natural Gas,2025,1200
Canada,QC,JANDG,Natural Gas,2030,0
Canada,QC,JANDG,Natural Gas,2035,0
Canada,QC,JANDG,Natural gas with CCUS,2025,0
Canada,QC,JANDG,Natural gas with CCUS,2030,0
Canada,QC,JANDG,Natural gas with CCUS,2035,0
Canada,QC,JANDG,Nuclear,2010,3291.508
Canada,QC,JANDG,Nuclear,2020,0
Canada,QC,JANDG,Nuclear,2025,0
Canada,QC,JANDG,Nuclear,2030,0
Canada,QC,JANDG,Nuclear,2035,0
Canada,QC,JANDG,Other,2010,0
Canada,QC,JANDG,Other,2020,0
Canada,QC,JANDG,Other fossil fuels,2025,400
Canada,QC,JANDG,Other fossil fuels,2030,0
Canada,QC,JANDG,Other fossil fuels,2035,0
Canada,QC,JANDG,Solar,2010,0
Canada,QC,JANDG,Solar,2020,1.427
Canada,QC,JANDG,Solar,2025,0
Canada,QC,JANDG,Solar,2030,0
Canada,QC,JANDG,Solar,2035,0
Canada,QC,JANDG,Wind,2010,376.013
Canada,QC,JANDG,Wind,2020,10836.985
Canada,QC,JANDG,Wind,2025,15900
Canada,QC,JANDG,Wind,2030,25300
Canada,QC,JANDG,Wind,2035,34500
Canada,QCNL,CER_HighDemand,Hydro,2010,218478.527
Canada,QCNL,CER_HighDemand,Hydro,2020,232474.601
Canada,QCNL,CER_HighDemand,Natural Gas,2010,2709.4719999999998
Canada,QCNL,CER_HighDemand,Natural Gas,2020,3531.8140000000003
Canada,QCNL,CER_HighDemand,Nuclear,2010,3291.508
Canada,QCNL,CER_HighDemand,Nuclear,2020,0
Canada,QCNL,CER_HighDemand,Other,2010,0
Canada,QCNL,CER_HighDemand,Other,2020,0
Canada,QCNL,CER_HighDemand,Solar,2010,0
Canada,QCNL,CER_HighDemand,Solar,2020,1.427
Canada,QCNL,CER_HighDemand,Wind,2010,376.013
Canada,QCNL,CER_HighDemand,Wind,2020,11015.441
Canada,QCNL,DSF,Hydro,2010,218478.527
Canada,QCNL,DSF,Hydro,2020,232474.601
Canada,QCNL,DSF,Natural Gas,2010,2709.4719999999998
Canada,QCNL,DSF,Natural Gas,2020,3531.8140000000003
Canada,QCNL,DSF,Nuclear,2010,3291.508
Canada,QCNL,DSF,Nuclear,2020,0
Canada,QCNL,DSF,Other,2010,0
Canada,QCNL,DSF,Other,2020,0
Canada,QCNL,DSF,Solar,2010,0
Canada,QCNL,DSF,Solar,2020,1.427
Canada,QCNL,DSF,Wind,2010,376.013
Canada,QCNL,DSF,Wind,2020,11015.441
Canada,QCNL,EPRI,Biomass,2025,1253.330382
Canada,QCNL,EPRI,Biomass,2030,1253.3492
Canada,QCNL,EPRI,Biomass,2035,1253.380326
Canada,QCNL,EPRI,Biomass,2040,242.926339
Canada,QCNL,EPRI,Biomass,2045,243.012083
Canada,QCNL,EPRI,Biomass,2050,243.338447
Canada,QCNL,EPRI,Biomass CCUS,2025,0
Canada,QCNL,EPRI,Biomass CCUS,2030,0
Canada,QCNL,EPRI,Biomass CCUS,2035,0
Canada,QCNL,EPRI,Biomass CCUS,2040,0
Canada,QCNL,EPRI,Biomass CCUS,2045,0
Canada,QCNL,EPRI,Biomass CCUS,2050,0
Canada,QCNL,EPRI,Distributed solar,2025,0
Canada,QCNL,EPRI,Distributed solar,2030,0
Canada,QCNL,EPRI,Distributed solar,2035,0
Canada,QCNL,EPRI,Distributed solar,2040,0
Canada,QCNL,EPRI,Distributed solar,2045,0
Canada,QCNL,EPRI,Distributed solar,2050,0
Canada,QCNL,EPRI,Energy efficiency,2025,0
Canada,QCNL,EPRI,Energy efficiency,2030,0
Canada,QCNL,EPRI,Energy efficiency,2035,0
Canada,QCNL,EPRI,Energy efficiency,2040,0
Canada,QCNL,EPRI,Energy efficiency,2045,0
Canada,QCNL,EPRI,Energy efficiency,2050,0
Canada,QCNL,EPRI,Hydro,2010,218478.527
Canada,QCNL,EPRI,Hydro,2020,232474.601
Canada,QCNL,EPRI,Hydro,2025,227287.4487
Canada,QCNL,EPRI,Hydro,2030,227287.4465
Canada,QCNL,EPRI,Hydro,2035,234887.7402
Canada,QCNL,EPRI,Hydro,2040,234887.7412
Canada,QCNL,EPRI,Hydro,2045,234887.7394
Canada,QCNL,EPRI,Hydro,2050,234887.7378
Canada,QCNL,EPRI,Natural Gas,2010,2709.4719999999998
Canada,QCNL,EPRI,Natural Gas,2020,3531.8140000000003
Canada,QCNL,EPRI,Natural Gas,2025,3564.580139
Canada,QCNL,EPRI,Natural Gas,2030,3593.636676
Canada,QCNL,EPRI,Natural Gas,2035,3619.208773
Canada,QCNL,EPRI,Natural Gas,2040,354.579241
Canada,QCNL,EPRI,Natural Gas,2045,113.499107
Canada,QCNL,EPRI,Natural Gas,2050,0.474489
Canada,QCNL,EPRI,Natural gas with CCUS,2025,0.583083
Canada,QCNL,EPRI,Natural gas with CCUS,2030,4.822209
Canada,QCNL,EPRI,Natural gas with CCUS,2035,964.372515
Canada,QCNL,EPRI,Natural gas with CCUS,2040,1000.491261
Canada,QCNL,EPRI,Natural gas with CCUS,2045,2670.186986
Canada,QCNL,EPRI,Natural gas with CCUS,2050,1600.104139
Canada,QCNL,EPRI,Nuclear,2010,3291.508
Canada,QCNL,EPRI,Nuclear,2020,0
Canada,QCNL,EPRI,Nuclear,2025,0.5746249999999999
Canada,QCNL,EPRI,Nuclear,2030,1.100016
Canada,QCNL,EPRI,Nuclear,2035,1.961844
Canada,QCNL,EPRI,Nuclear,2040,2.070532
Canada,QCNL,EPRI,Nuclear,2045,3.533106
Canada,QCNL,EPRI,Nuclear,2050,5.045863000000001
Canada,QCNL,EPRI,Other,2010,0
Canada,QCNL,EPRI,Other,2020,0
Canada,QCNL,EPRI,Other fossil fuels,2025,1182.867606
Canada,QCNL,EPRI,Other fossil fuels,2030,1154.071298
Canada,QCNL,EPRI,Other fossil fuels,2035,1128.346031
Canada,QCNL,EPRI,Other fossil fuels,2040,0.0054199999999999
Canada,QCNL,EPRI,Other fossil fuels,2045,0.0051
Canada,QCNL,EPRI,Other fossil fuels,2050,0.00432
Canada,QCNL,EPRI,Other renewables,2025,0
Canada,QCNL,EPRI,Other renewables,2030,0
Canada,QCNL,EPRI,Other renewables,2035,0
Canada,QCNL,EPRI,Other renewables,2040,0
Canada,QCNL,EPRI,Other renewables,2045,0
Canada,QCNL,EPRI,Other renewables,2050,0
Canada,QCNL,EPRI,Solar,2010,0
Canada,QCNL,EPRI,Solar,2020,1.427
Canada,QCNL,EPRI,Solar,2025,0.1345
Canada,QCNL,EPRI,Solar,2030,0.265832
Canada,QCNL,EPRI,Solar,2035,0.53384
Canada,QCNL,EPRI,Solar,2040,0.8492069999999999
Canada,QCNL,EPRI,Solar,2045,2.583015
Canada,QCNL,EPRI,Solar,2050,3.370257
Canada,QCNL,EPRI,Wind,2010,376.013
Canada,QCNL,EPRI,Wind,2020,11015.441
Canada,QCNL,EPRI,Wind,2025,61908.694181
Canada,QCNL,EPRI,Wind,2030,61627.825141
Canada,QCNL,EPRI,Wind,2035,64592.01859500001
Canada,QCNL,EPRI,Wind,2040,98373.796656
Canada,QCNL,EPRI,Wind,2045,87914.34756899999
Canada,QCNL,EPRI,Wind,2050,95397.493775
Canada,QCNL,IET,Hydro,2010,218478.527
Canada,QCNL,IET,Hydro,2020,232474.601
Canada,QCNL,IET,Natural Gas,2010,2709.4719999999998
Canada,QCNL,IET,Natural Gas,2020,3531.8140000000003
Canada,QCNL,IET,Nuclear,2010,3291.508
Canada,QCNL,IET,Nuclear,2020,0
Canada,QCNL,IET,Other,2010,0
Canada,QCNL,IET,Other,2020,0
Canada,QCNL,IET,Solar,2010,0
Canada,QCNL,IET,Solar,2020,1.427
Canada,QCNL,IET,Wind,2010,376.013
Canada,QCNL,IET,Wind,2020,11015.441
Canada,QCNL,JANDG,Hydro,2010,218478.527
Canada,QCNL,JANDG,Hydro,2020,232474.601
Canada,QCNL,JANDG,Natural Gas,2010,2709.4719999999998
Canada,QCNL,JANDG,Natural Gas,2020,3531.8140000000003
Canada,QCNL,JANDG,Nuclear,2010,3291.508
Canada,QCNL,JANDG,Nuclear,2020,0
Canada,QCNL,JANDG,Other,2010,0
Canada,QCNL,JANDG,Other,2020,0
Canada,QCNL,JANDG,Solar,2010,0
Canada,QCNL,JANDG,Solar,2020,1.427
Canada,QCNL,JANDG,Wind,2010,376.013
Canada,QCNL,JANDG,Wind,2020,11015.441
Canada,SK,CER_HighDemand,Hydro,2010,3866.71
Canada,SK,CER_HighDemand,Hydro,2020,4423.24
Canada,SK,CER_HighDemand,Hydro,2030,2324.595727
Canada,SK,CER_HighDemand,Hydro,2040,2215.986043
Canada,SK,CER_HighDemand,Hydro,2050,2052.891615
Canada,SK,CER_HighDemand,Natural Gas,2010,17660.214
Canada,SK,CER_HighDemand,Natural Gas,2020,19186.158
Canada,SK,CER_HighDemand,Natural Gas,2030,5009.1919925
Canada,SK,CER_HighDemand,Natural Gas,2040,925.1210412
Canada,SK,CER_HighDemand,Natural Gas,2050,845.298998
Canada,SK,CER_HighDemand,Natural gas with CCUS,2030,1262.286716
Canada,SK,CER_HighDemand,Natural gas with CCUS,2040,5324.486681
Canada,SK,CER_HighDemand,Natural gas with CCUS,2050,4994.949613
Canada,SK,CER_HighDemand,Nuclear,2010,0
Canada,SK,CER_HighDemand,Nuclear,2020,0
Canada,SK,CER_HighDemand,Other,2010,0
Canada,SK,CER_HighDemand,Other,2020,84.658
Canada,SK,CER_HighDemand,Solar,2010,0
Canada,SK,CER_HighDemand,Solar,2020,0.027
Canada,SK,CER_HighDemand,Solar,2030,2747.585348
Canada,SK,CER_HighDemand,Solar,2040,5059.493867
Canada,SK,CER_HighDemand,Solar,2050,8344.486155
Canada,SK,CER_HighDemand,Storage,2030,0
Canada,SK,CER_HighDemand,Storage,2040,0
Canada,SK,CER_HighDemand,Storage,2050,0
Canada,SK,CER_HighDemand,Wind,2010,535.365
Canada,SK,CER_HighDemand,Wind,2020,819.816
Canada,SK,CER_HighDemand,Wind,2030,13441.77386
Canada,SK,CER_HighDemand,Wind,2040,19469.12752
Canada,SK,CER_HighDemand,Wind,2050,26885.41643
Canada,SK,DSF,Biomass,2025,172.745
Canada,SK,DSF,Biomass,2030,13.464
Canada,SK,DSF,Biomass,2035,1.229
Canada,SK,DSF,Biomass,2040,0
Canada,SK,DSF,Biomass,2045,0
Canada,SK,DSF,Biomass,2050,0
Canada,SK,DSF,Hydro,2010,3866.71
Canada,SK,DSF,Hydro,2020,4423.24
Canada,SK,DSF,Hydro,2025,6229.988
Canada,SK,DSF,Hydro,2030,4292.637
Canada,SK,DSF,Hydro,2035,2639.715
Canada,SK,DSF,Hydro,2040,1025.752
Canada,SK,DSF,Hydro,2045,1338.811
Canada,SK,DSF,Hydro,2050,1728.609
Canada,SK,DSF,Natural Gas,2010,17660.214
Canada,SK,DSF,Natural Gas,2020,19186.158
Canada,SK,DSF,Natural Gas,2025,8696.877
Canada,SK,DSF,Natural Gas,2030,0
Canada,SK,DSF,Natural Gas,2035,0
Canada,SK,DSF,Natural Gas,2040,1.172
Canada,SK,DSF,Natural Gas,2045,8.299
Canada,SK,DSF,Natural Gas,2050,13.05
Canada,SK,DSF,Nuclear,2010,0
Canada,SK,DSF,Nuclear,2020,0
Canada,SK,DSF,Nuclear,2025,0
Canada,SK,DSF,Nuclear,2030,0
Canada,SK,DSF,Nuclear,2035,0
Canada,SK,DSF,Nuclear,2040,0
Canada,SK,DSF,Nuclear,2045,0
Canada,SK,DSF,Nuclear,2050,0
Canada,SK,DSF,Other,2010,0
Canada,SK,DSF,Other,2020,84.658
Canada,SK,DSF,Other fossil fuels,2025,0
Canada,SK,DSF,Other fossil fuels,2030,0
Canada,SK,DSF,Other fossil fuels,2035,0
Canada,SK,DSF,Other fossil fuels,2040,0
Canada,SK,DSF,Other fossil fuels,2045,0
Canada,SK,DSF,Other fossil fuels,2050,0
Canada,SK,DSF,Solar,2010,0
Canada,SK,DSF,Solar,2020,0.027
Canada,SK,DSF,Solar,2025,0
Canada,SK,DSF,Solar,2030,0
Canada,SK,DSF,Solar,2035,2916.482
Canada,SK,DSF,Solar,2040,2886.351
Canada,SK,DSF,Solar,2045,2830.991
Canada,SK,DSF,Solar,2050,4174.611
Canada,SK,DSF,Wind,2010,535.365
Canada,SK,DSF,Wind,2020,819.816
Canada,SK,DSF,Wind,2025,5395.892
Canada,SK,DSF,Wind,2030,30033.805
Canada,SK,DSF,Wind,2035,33954.99
Canada,SK,DSF,Wind,2040,40658.539
Canada,SK,DSF,Wind,2045,44835.449
Canada,SK,DSF,Wind,2050,49057.133
Canada,SK,EPRI,Biomass,2025,339.45919200000003
Canada,SK,EPRI,Biomass,2030,546.406078
Canada,SK,EPRI,Biomass,2035,396.027982
Canada,SK,EPRI,Biomass,2040,325.547045
Canada,SK,EPRI,Biomass,2045,523.8694029999999
Canada,SK,EPRI,Biomass,2050,482.828081
Canada,SK,EPRI,Biomass CCUS,2025,0
Canada,SK,EPRI,Biomass CCUS,2030,0
Canada,SK,EPRI,Biomass CCUS,2035,0
Canada,SK,EPRI,Biomass CCUS,2040,0
Canada,SK,EPRI,Biomass CCUS,2045,0
Canada,SK,EPRI,Biomass CCUS,2050,0
Canada,SK,EPRI,Distributed solar,2025,0
Canada,SK,EPRI,Distributed solar,2030,0
Canada,SK,EPRI,Distributed solar,2035,0
Canada,SK,EPRI,Distributed solar,2040,0
Canada,SK,EPRI,Distributed solar,2045,0
Canada,SK,EPRI,Distributed solar,2050,0
Canada,SK,EPRI,Energy efficiency,2025,0
Canada,SK,EPRI,Energy efficiency,2030,0
Canada,SK,EPRI,Energy efficiency,2035,0
Canada,SK,EPRI,Energy efficiency,2040,0
Canada,SK,EPRI,Energy efficiency,2045,0
Canada,SK,EPRI,Energy efficiency,2050,0
Canada,SK,EPRI,Hydro,2010,3866.71
Canada,SK,EPRI,Hydro,2020,4423.24
Canada,SK,EPRI,Hydro,2025,3356.148158
Canada,SK,EPRI,Hydro,2030,3356.148095
Canada,SK,EPRI,Hydro,2035,3835.560163
Canada,SK,EPRI,Hydro,2040,3835.560379
Canada,SK,EPRI,Hydro,2045,3851.983112
Canada,SK,EPRI,Hydro,2050,3851.981619
Canada,SK,EPRI,Natural Gas,2010,17660.214
Canada,SK,EPRI,Natural Gas,2020,19186.158
Canada,SK,EPRI,Natural Gas,2025,12124.611049
Canada,SK,EPRI,Natural Gas,2030,7608.882133
Canada,SK,EPRI,Natural Gas,2035,6529.654426000001
Canada,SK,EPRI,Natural Gas,2040,1188.736533
Canada,SK,EPRI,Natural Gas,2045,1000.728967
Canada,SK,EPRI,Natural Gas,2050,808.4983119999999
Canada,SK,EPRI,Natural gas with CCUS,2025,2331.3044600000003
Canada,SK,EPRI,Natural gas with CCUS,2030,6976.484111000001
Canada,SK,EPRI,Natural gas with CCUS,2035,10556.84991
Canada,SK,EPRI,Natural gas with CCUS,2040,9440.979584
Canada,SK,EPRI,Natural gas with CCUS,2045,6602.454511
Canada,SK,EPRI,Natural gas with CCUS,2050,3942.357158
Canada,SK,EPRI,Nuclear,2010,0
Canada,SK,EPRI,Nuclear,2020,0
Canada,SK,EPRI,Nuclear,2025,1.136238
Canada,SK,EPRI,Nuclear,2030,2.87158
Canada,SK,EPRI,Nuclear,2035,6.558293000000001
Canada,SK,EPRI,Nuclear,2040,8884.78485
Canada,SK,EPRI,Nuclear,2045,14076.089606
Canada,SK,EPRI,Nuclear,2050,15998.654914
Canada,SK,EPRI,Other,2010,0
Canada,SK,EPRI,Other,2020,84.658
Canada,SK,EPRI,Other fossil fuels,2025,0.2510619999999999
Canada,SK,EPRI,Other fossil fuels,2030,0.0547999999999999
Canada,SK,EPRI,Other fossil fuels,2035,0.0307
Canada,SK,EPRI,Other fossil fuels,2040,0.0203
Canada,SK,EPRI,Other fossil fuels,2045,0.0155
Canada,SK,EPRI,Other fossil fuels,2050,0.00852
Canada,SK,EPRI,Other renewables,2025,0
Canada,SK,EPRI,Other renewables,2030,0
Canada,SK,EPRI,Other renewables,2035,0
Canada,SK,EPRI,Other renewables,2040,0
Canada,SK,EPRI,Other renewables,2045,0
Canada,SK,EPRI,Other renewables,2050,0
Canada,SK,EPRI,Solar,2010,0
Canada,SK,EPRI,Solar,2020,0.027
Canada,SK,EPRI,Solar,2025,0.6339509999999999
Canada,SK,EPRI,Solar,2030,1.676971
Canada,SK,EPRI,Solar,2035,859.732114
Canada,SK,EPRI,Solar,2040,846.898848
Canada,SK,EPRI,Solar,2045,829.627406
Canada,SK,EPRI,Solar,2050,830.9950200000001
Canada,SK,EPRI,Wind,2010,535.365
Canada,SK,EPRI,Wind,2020,819.816
Canada,SK,EPRI,Wind,2025,8786.681096
Canada,SK,EPRI,Wind,2030,13024.3582
Canada,SK,EPRI,Wind,2035,14600.55402
Canada,SK,EPRI,Wind,2040,15693.23802
Canada,SK,EPRI,Wind,2045,16405.813680000003
Canada,SK,EPRI,Wind,2050,16958.509729999998
Canada,SK,IET,Biomass,2025,8.59687500000007
Canada,SK,IET,Biomass,2030,9.292500000000077
Canada,SK,IET,Biomass,2035,903.4543681250074
Canada,SK,IET,Biomass,2040,1017.5938734722304
Canada,SK,IET,Biomass,2045,1284.8821168750103
Canada,SK,IET,Biomass,2050,1305.8906877777883
Canada,SK,IET,Distributed solar,2025,27.44440288611133
Canada,SK,IET,Distributed solar,2030,1778.9404813889032
Canada,SK,IET,Distributed solar,2035,1774.120861388903
Canada,SK,IET,Distributed solar,2040,1769.301241388903
Canada,SK,IET,Distributed solar,2045,1764.4816213889032
Canada,SK,IET,Distributed solar,2050,1761.5898494444589
Canada,SK,IET,Hydro,2010,3866.71
Canada,SK,IET,Hydro,2020,4423.24
Canada,SK,IET,Hydro,2025,3525.0100000000284
Canada,SK,IET,Hydro,2030,3525.0100000000284
Canada,SK,IET,Hydro,2035,3525.0100000000284
Canada,SK,IET,Hydro,2040,3525.0100000000284
Canada,SK,IET,Hydro,2045,3525.0100000000284
Canada,SK,IET,Hydro,2050,3525.0100000000284
Canada,SK,IET,Natural Gas,2010,17660.214
Canada,SK,IET,Natural Gas,2020,19186.158
Canada,SK,IET,Natural Gas,2025,7447.696875000061
Canada,SK,IET,Natural Gas,2030,5958.157500000048
Canada,SK,IET,Natural Gas,2035,4212.275422222257
Canada,SK,IET,Natural Gas,2040,2693.770770555577
Canada,SK,IET,Natural Gas,2045,1346.8853852777886
Canada,SK,IET,Natural Gas,2050,0
Canada,SK,IET,Nuclear,2010,0
Canada,SK,IET,Nuclear,2020,0
Canada,SK,IET,Nuclear,2025,0
Canada,SK,IET,Nuclear,2030,0
