Country,Region,scenario,technology,year,installed_capacity_MW
Canada,YT,CER_HighDemand,Hydro,2017,95.315
Canada,YT,DSF,Hydro,2017,95.315
Canada,YT,EPRI,Hydro,2017,95.315
Canada,YT,IET,Hydro,2017,95.315
Canada,YT,JANDG,Hydro,2017,95.315
Canada,YT,CER_HighDemand,Natural Gas,2017,35.065
Canada,YT,DSF,Natural Gas,2017,35.065
Canada,YT,EPRI,Natural Gas,2017,35.065
Canada,YT,IET,Natural Gas,2017,35.065
Canada,YT,JANDG,Natural Gas,2017,35.065
Canada,YT,CER_HighDemand,Nuclear,2017,0
Canada,YT,DSF,Nuclear,2017,0
Canada,YT,EPRI,Nuclear,2017,0
Canada,YT,IET,Nuclear,2017,0
Canada,YT,JANDG,Nuclear,2017,0
Canada,YT,CER_HighDemand,Solar,2017,0
Canada,YT,DSF,Solar,2017,0
Canada,YT,EPRI,Solar,2017,0
Canada,YT,IET,Solar,2017,0
Canada,YT,JANDG,Solar,2017,0
Canada,YT,CER_HighDemand,Wind,2017,0.66
Canada,YT,DSF,Wind,2017,0.66
Canada,YT,EPRI,Wind,2017,0.66
Canada,YT,IET,Wind,2017,0.66
Canada,YT,JANDG,Wind,2017,0.66
Canada,AB,DSF,Biomass,2025,423
Canada,AB,EPRI,Biomass,2025,519.462587
Canada,AB,IET,Biomass,2025,393.3304551
Canada,AB,JANDG,Biomass,2025,700
Canada,AB,EPRI,Biomass CCUS,2025,0
Canada,AB,JANDG,Biomass with CCUS,2025,0
Canada,AB,EPRI,Distributed solar,2025,0
Canada,AB,IET,Distributed solar,2025,34.27
Canada,AB,EPRI,Energy efficiency,2025,0
Canada,AB,DSF,Hydro,2025,924
Canada,AB,EPRI,Hydro,2025,894.000942
Canada,AB,IET,Hydro,2025,894
Canada,AB,JANDG,Hydro,2025,1200
Canada,AB,DSF,Natural Gas,2025,11443
Canada,AB,EPRI,Natural Gas,2025,9724.892592
Canada,AB,IET,Natural Gas,2025,8385.743333
Canada,AB,JANDG,Natural Gas,2025,11100
Canada,AB,DSF,Natural gas with CCUS,2025,0
Canada,AB,EPRI,Natural gas with CCUS,2025,4263.70852
Canada,AB,JANDG,Natural gas with CCUS,2025,100
Canada,AB,DSF,Nuclear,2025,0
Canada,AB,EPRI,Nuclear,2025,0.144212
Canada,AB,IET,Nuclear,2025,0
Canada,AB,JANDG,Nuclear,2025,0
Canada,AB,DSF,Other fossil fuels,2025,0
Canada,AB,EPRI,Other fossil fuels,2025,290.941498
Canada,AB,IET,Other fossil fuels,2025,4452.1
Canada,AB,JANDG,Other fossil fuels,2025,0
Canada,AB,EPRI,Other renewables,2025,0
Canada,AB,IET,Other renewables,2025,0
Canada,AB,DSF,Solar,2025,1333
Canada,AB,EPRI,Solar,2025,0.331374
Canada,AB,IET,Solar,2025,17
Canada,AB,JANDG,Solar,2025,1700
Canada,AB,DSF,Storage,2025,0
Canada,AB,EPRI,Storage,2025,0
Canada,AB,IET,Storage,2025,17.91568049
Canada,AB,DSF,Wind,2025,3303
Canada,AB,EPRI,Wind,2025,3463.542365
Canada,AB,IET,Wind,2025,1698.8754
Canada,AB,JANDG,Wind,2025,3700
Canada,BC,DSF,Biomass,2025,976
Canada,BC,EPRI,Biomass,2025,752.333348
Canada,BC,IET,Biomass,2025,1671.5110287
Canada,BC,JANDG,Biomass,2025,1100
Canada,BC,EPRI,Biomass CCUS,2025,0
Canada,BC,JANDG,Biomass with CCUS,2025,0
Canada,BC,EPRI,Distributed solar,2025,0
Canada,BC,IET,Distributed solar,2025,10.235
Canada,BC,EPRI,Energy efficiency,2025,0
Canada,BC,DSF,Hydro,2025,17719
Canada,BC,EPRI,Hydro,2025,16129.00097
Canada,BC,IET,Hydro,2025,15368.8
Canada,BC,JANDG,Hydro,2025,16500
Canada,BC,DSF,Natural Gas,2025,526
Canada,BC,EPRI,Natural Gas,2025,417.93655300000006
Canada,BC,IET,Natural Gas,2025,524.3333333
Canada,BC,JANDG,Natural Gas,2025,0
Canada,BC,DSF,Natural gas with CCUS,2025,0
Canada,BC,EPRI,Natural gas with CCUS,2025,0.676271
Canada,BC,JANDG,Natural gas with CCUS,2025,0
Canada,BC,DSF,Nuclear,2025,0
Canada,BC,EPRI,Nuclear,2025,0.0679
Canada,BC,IET,Nuclear,2025,0
Canada,BC,JANDG,Nuclear,2025,0
Canada,BC,DSF,Other fossil fuels,2025,0
Canada,BC,EPRI,Other fossil fuels,2025,0.0864
Canada,BC,IET,Other fossil fuels,2025,38.442
Canada,BC,JANDG,Other fossil fuels,2025,0
Canada,BC,EPRI,Other renewables,2025,0
Canada,BC,IET,Other renewables,2025,0
Canada,BC,DSF,Solar,2025,1
Canada,BC,EPRI,Solar,2025,0.2173
Canada,BC,IET,Solar,2025,0
Canada,BC,JANDG,Solar,2025,0
Canada,BC,DSF,Storage,2025,0
Canada,BC,EPRI,Storage,2025,0
Canada,BC,IET,Storage,2025,1.932543834
Canada,BC,DSF,Wind,2025,728
Canada,BC,EPRI,Wind,2025,2345.369566
Canada,BC,IET,Wind,2025,712.5
Canada,BC,JANDG,Wind,2025,900
Canada,Maritimes,EPRI,Biomass,2025,746.158337
Canada,Maritimes,JANDG,Biomass,2025,300
Canada,Maritimes,EPRI,Biomass CCUS,2025,0
Canada,Maritimes,JANDG,Biomass with CCUS,2025,0
Canada,Maritimes,EPRI,Distributed solar,2025,0
Canada,Maritimes,EPRI,Energy efficiency,2025,0
Canada,Maritimes,EPRI,Hydro,2025,1349.001036
Canada,Maritimes,JANDG,Hydro,2025,8100
Canada,Maritimes,EPRI,Natural Gas,2025,985.9367149999998
Canada,Maritimes,JANDG,Natural Gas,2025,800
Canada,Maritimes,EPRI,Natural gas with CCUS,2025,0.128048
Canada,Maritimes,JANDG,Natural gas with CCUS,2025,0
Canada,Maritimes,EPRI,Nuclear,2025,558.152705
Canada,Maritimes,JANDG,Nuclear,2025,700
Canada,Maritimes,EPRI,Other fossil fuels,2025,1671.22547
Canada,Maritimes,JANDG,Other fossil fuels,2025,4000
Canada,Maritimes,EPRI,Other renewables,2025,0
Canada,Maritimes,EPRI,Solar,2025,0.1353
Canada,Maritimes,JANDG,Solar,2025,0
Canada,Maritimes,EPRI,Storage,2025,0
Canada,Maritimes,EPRI,Wind,2025,6545.976030999999
Canada,Maritimes,JANDG,Wind,2025,1600
Canada,MB,DSF,Biomass,2025,0
Canada,MB,EPRI,Biomass,2025,0.0811
Canada,MB,IET,Biomass,2025,22.8
Canada,MB,JANDG,Biomass,2025,100
Canada,MB,EPRI,Biomass CCUS,2025,0
Canada,MB,JANDG,Biomass with CCUS,2025,0
Canada,MB,EPRI,Distributed solar,2025,0
Canada,MB,IET,Distributed solar,2025,10.88666667
Canada,MB,EPRI,Energy efficiency,2025,0
Canada,MB,DSF,Hydro,2025,5138
Canada,MB,EPRI,Hydro,2025,5349.00103
Canada,MB,IET,Hydro,2025,6044
Canada,MB,JANDG,Hydro,2025,5500
Canada,MB,DSF,Natural Gas,2025,289
Canada,MB,EPRI,Natural Gas,2025,0.7927859999999999
Canada,MB,IET,Natural Gas,2025,510
Canada,MB,JANDG,Natural Gas,2025,300
Canada,MB,DSF,Natural gas with CCUS,2025,0
Canada,MB,EPRI,Natural gas with CCUS,2025,0.0319
Canada,MB,JANDG,Natural gas with CCUS,2025,0
Canada,MB,DSF,Nuclear,2025,0
Canada,MB,EPRI,Nuclear,2025,0.03111
Canada,MB,JANDG,Nuclear,2025,0
Canada,MB,DSF,Other fossil fuels,2025,0
Canada,MB,EPRI,Other fossil fuels,2025,0.0550999999999999
Canada,MB,IET,Other fossil fuels,2025,10.32
Canada,MB,JANDG,Other fossil fuels,2025,0
Canada,MB,EPRI,Other renewables,2025,0
Canada,MB,DSF,Solar,2025,0
Canada,MB,EPRI,Solar,2025,0.0747
Canada,MB,IET,Solar,2025,0
Canada,MB,JANDG,Solar,2025,0
Canada,MB,DSF,Storage,2025,0
Canada,MB,EPRI,Storage,2025,0
Canada,MB,IET,Storage,2025,1.430383333
Canada,MB,DSF,Wind,2025,614
Canada,MB,EPRI,Wind,2025,259.520324
Canada,MB,IET,Wind,2025,258.45
Canada,MB,JANDG,Wind,2025,400
Canada,NB,DSF,Biomass,2025,119
Canada,NB,IET,Biomass,2025,144.69304436
Canada,NB,IET,Distributed solar,2025,459.1587557
Canada,NB,DSF,Hydro,2025,944
Canada,NB,IET,Hydro,2025,956
Canada,NB,DSF,Natural Gas,2025,318
Canada,NB,IET,Natural Gas,2025,348
Canada,NB,DSF,Natural gas with CCUS,2025,0
Canada,NB,DSF,Nuclear,2025,630
Canada,NB,IET,Nuclear,2025,705
Canada,NB,DSF,Other fossil fuels,2025,1144
Canada,NB,IET,Other fossil fuels,2025,1970
Canada,NB,DSF,Solar,2025,0
Canada,NB,IET,Solar,2025,0
Canada,NB,DSF,Storage,2025,0
Canada,NB,IET,Storage,2025,88.38338198
Canada,NB,DSF,Wind,2025,266
Canada,NB,IET,Wind,2025,312.85
Canada,NL,DSF,Biomass,2025,0
Canada,NL,IET,Biomass,2025,0.002550807
Canada,NL,IET,Distributed solar,2025,0.023
Canada,NL,DSF,Hydro,2025,2479
Canada,NL,IET,Hydro,2025,199.52
Canada,NL,DSF,Natural Gas,2025,0
Canada,NL,IET,Natural Gas,2025,15.3
Canada,NL,DSF,Natural gas with CCUS,2025,0
Canada,NL,DSF,Nuclear,2025,0
Canada,NL,DSF,Other fossil fuels,2025,0
Canada,NL,IET,Other fossil fuels,2025,598
Canada,NL,IET,Other renewables,2025,9868
Canada,NL,DSF,Solar,2025,0
Canada,NL,DSF,Storage,2025,0
Canada,NL,IET,Storage,2025,54.69
Canada,NL,DSF,Wind,2025,54
Canada,NL,IET,Wind,2025,9.646252978
Canada,NS,DSF,Biomass,2025,97
Canada,NS,IET,Biomass,2025,1480.575582
Canada,NS,IET,Distributed solar,2025,222
Canada,NS,DSF,Hydro,2025,554
Canada,NS,IET,Hydro,2025,628.73135
Canada,NS,DSF,Natural Gas,2025,143
Canada,NS,IET,Natural Gas,2025,0
Canada,NS,DSF,Natural gas with CCUS,2025,0
Canada,NS,DSF,Nuclear,2025,0
Canada,NS,IET,Nuclear,2025,208.7598016
Canada,NS,DSF,Other fossil fuels,2025,312
Canada,NS,IET,Other fossil fuels,2025,485.756666667
Canada,NS,IET,Other renewables,2025,360
Canada,NS,DSF,Solar,2025,0
Canada,NS,IET,Solar,2025,0.897315509
Canada,NS,DSF,Storage,2025,0
Canada,NS,IET,Storage,2025,20
Canada,NS,DSF,Wind,2025,2307
Canada,NS,IET,Wind,2025,0.188440187
Canada,NT,IET,Biomass,2025,0.803923301
Canada,NT,IET,Distributed solar,2025,56.2
Canada,NT,IET,Hydro,2025,95.46
Canada,NT,IET,Natural Gas,2025,0
Canada,NT,IET,Other fossil fuels,2025,26.99618182
Canada,NT,IET,Storage,2025,9.2
Canada,NT,IET,Wind,2025,0.122264413
Canada,NU,IET,Biomass,2025,1.263991436
Canada,NU,IET,Distributed solar,2025,0
Canada,NU,IET,Hydro,2025,46.44
Canada,NU,IET,Other fossil fuels,2025,0
Canada,NU,IET,Solar,2025,11.26860461
Canada,NU,IET,Storage,2025,28.31056537
Canada,NU,IET,Wind,2025,205.5269319
Canada,ON,DSF,Biomass,2025,290
Canada,ON,EPRI,Biomass,2025,92.55582
Canada,ON,IET,Biomass,2025,726.78139045
Canada,ON,JANDG,Biomass,2025,1200
Canada,ON,EPRI,Biomass CCUS,2025,0
Canada,ON,JANDG,Biomass with CCUS,2025,0
Canada,ON,EPRI,Distributed solar,2025,0
Canada,ON,IET,Distributed solar,2025,200
Canada,ON,EPRI,Energy efficiency,2025,0
Canada,ON,DSF,Hydro,2025,9339
Canada,ON,EPRI,Hydro,2025,8990.001035000001
Canada,ON,IET,Hydro,2025,9250.9
Canada,ON,JANDG,Hydro,2025,9100
Canada,ON,DSF,Natural Gas,2025,6074
Canada,ON,EPRI,Natural Gas,2025,11194.5568279
Canada,ON,IET,Natural Gas,2025,10818.9
Canada,ON,JANDG,Natural Gas,2025,5300
Canada,ON,DSF,Natural gas with CCUS,2025,0
Canada,ON,EPRI,Natural gas with CCUS,2025,2632.8450270000003
Canada,ON,JANDG,Natural gas with CCUS,2025,0
Canada,ON,DSF,Nuclear,2025,7527
Canada,ON,EPRI,Nuclear,2025,9865.144223
Canada,ON,IET,Nuclear,2025,7478
Canada,ON,JANDG,Nuclear,2025,12300
Canada,ON,DSF,Other fossil fuels,2025,0
Canada,ON,EPRI,Other fossil fuels,2025,94.96291
Canada,ON,IET,Other fossil fuels,2025,6036.670101000001
Canada,ON,JANDG,Other fossil fuels,2025,1600
Canada,ON,EPRI,Other renewables,2025,0
Canada,ON,IET,Other renewables,2025,0
Canada,ON,DSF,Solar,2025,1758
Canada,ON,EPRI,Solar,2025,380.261377
Canada,ON,IET,Solar,2025,2850.637879
Canada,ON,JANDG,Solar,2025,4000
Canada,ON,DSF,Storage,2025,174
Canada,ON,EPRI,Storage,2025,0
Canada,ON,IET,Storage,2025,3483.257011
Canada,ON,DSF,Wind,2025,16392
Canada,ON,EPRI,Wind,2025,6486.171036
Canada,ON,IET,Wind,2025,5294.89
Canada,ON,JANDG,Wind,2025,9000
Canada,PE,DSF,Biomass,2025,1
Canada,PE,IET,Biomass,2025,2.417397756
Canada,PE,IET,Distributed solar,2025,1.916666667
Canada,PE,DSF,Hydro,2025,0
Canada,PE,DSF,Natural Gas,2025,0
Canada,PE,DSF,Natural gas with CCUS,2025,0
Canada,PE,DSF,Nuclear,2025,0
Canada,PE,DSF,Other fossil fuels,2025,0
Canada,PE,IET,Other fossil fuels,2025,160
Canada,PE,IET,Other renewables,2025,0
Canada,PE,DSF,Solar,2025,31
Canada,PE,IET,Solar,2025,0
Canada,PE,DSF,Storage,2025,0
Canada,PE,IET,Storage,2025,0.438852693
Canada,PE,DSF,Wind,2025,1040
Canada,PE,IET,Wind,2025,203.6653714
Canada,QC,DSF,Biomass,2025,418
Canada,QC,IET,Biomass,2025,470.8728905
Canada,QC,JANDG,Biomass,2025,300
Canada,QC,JANDG,Biomass with CCUS,2025,0
Canada,QC,IET,Distributed solar,2025,4.906666667
Canada,QC,DSF,Hydro,2025,45972
Canada,QC,IET,Hydro,2025,40947.16
Canada,QC,JANDG,Hydro,2025,40400
Canada,QC,DSF,Natural Gas,2025,966
Canada,QC,IET,Natural Gas,2025,1011
Canada,QC,JANDG,Natural Gas,2025,400
Canada,QC,DSF,Natural gas with CCUS,2025,0
Canada,QC,JANDG,Natural gas with CCUS,2025,0
Canada,QC,DSF,Nuclear,2025,0
Canada,QC,JANDG,Nuclear,2025,0
Canada,QC,DSF,Other fossil fuels,2025,0
Canada,QC,IET,Other fossil fuels,2025,126.788
Canada,QC,JANDG,Other fossil fuels,2025,400
Canada,QC,IET,Other renewables,2025,0.895609756
Canada,QC,DSF,Solar,2025,33
Canada,QC,IET,Solar,2025,9.5
Canada,QC,JANDG,Solar,2025,0
Canada,QC,DSF,Storage,2025,0
Canada,QC,IET,Storage,2025,1666.158965
Canada,QC,DSF,Wind,2025,3874
Canada,QC,IET,Wind,2025,3884.516667
Canada,QC,JANDG,Wind,2025,5500
Canada,QCNL,EPRI,Biomass,2025,260.01485
Canada,QCNL,EPRI,Biomass CCUS,2025,0
Canada,QCNL,EPRI,Distributed solar,2025,0
Canada,QCNL,EPRI,Energy efficiency,2025,0
Canada,QCNL,EPRI,Hydro,2025,47830.001690000005
Canada,QCNL,EPRI,Natural Gas,2025,565.3863989999999
Canada,QCNL,EPRI,Natural gas with CCUS,2025,0.135556
Canada,QCNL,EPRI,Nuclear,2025,0.0701
Canada,QCNL,EPRI,Other fossil fuels,2025,1510.385779
Canada,QCNL,EPRI,Other renewables,2025,0
Canada,QCNL,EPRI,Solar,2025,0.098
Canada,QCNL,EPRI,Storage,2025,0
Canada,QCNL,EPRI,Wind,2025,16315.51445
Canada,SK,DSF,Biomass,2025,20
Canada,SK,EPRI,Biomass,2025,106.388057
Canada,SK,IET,Biomass,2025,1.6
Canada,SK,JANDG,Biomass,2025,0
Canada,SK,EPRI,Biomass CCUS,2025,0
Canada,SK,JANDG,Biomass with CCUS,2025,0
Canada,SK,EPRI,Distributed solar,2025,0
Canada,SK,IET,Distributed solar,2025,17.02
Canada,SK,EPRI,Energy efficiency,2025,0
Canada,SK,DSF,Hydro,2025,1178
Canada,SK,EPRI,Hydro,2025,889.000739
Canada,SK,IET,Hydro,2025,871
Canada,SK,JANDG,Hydro,2025,900
Canada,SK,DSF,Natural Gas,2025,1949
Canada,SK,EPRI,Natural Gas,2025,2979.963569
Canada,SK,IET,Natural Gas,2025,2057
Canada,SK,JANDG,Natural Gas,2025,2500
Canada,SK,DSF,Natural gas with CCUS,2025,0
Canada,SK,EPRI,Natural gas with CCUS,2025,353.149462
Canada,SK,JANDG,Natural gas with CCUS,2025,100
Canada,SK,DSF,Nuclear,2025,0
Canada,SK,EPRI,Nuclear,2025,0.134518
Canada,SK,IET,Nuclear,2025,0
Canada,SK,JANDG,Nuclear,2025,0
Canada,SK,DSF,Other fossil fuels,2025,0
Canada,SK,EPRI,Other fossil fuels,2025,0.716004
Canada,SK,IET,Other fossil fuels,2025,1251.863714
Canada,SK,JANDG,Other fossil fuels,2025,1300
Canada,SK,EPRI,Other renewables,2025,0
Canada,SK,IET,Other renewables,2025,0
Canada,SK,DSF,Solar,2025,40
Canada,SK,EPRI,Solar,2025,0.352492
Canada,SK,IET,Solar,2025,0
Canada,SK,JANDG,Solar,2025,800
Canada,SK,DSF,Storage,2025,0
Canada,SK,EPRI,Storage,2025,0
Canada,SK,IET,Storage,2025,3.164840848
Canada,SK,DSF,Wind,2025,1715
Canada,SK,EPRI,Wind,2025,2220.997348
Canada,SK,IET,Wind,2025,221.4
Canada,SK,JANDG,Wind,2025,700
Canada,Terr,JANDG,Biomass,2025,0
Canada,Terr,JANDG,Biomass with CCUS,2025,0
Canada,Terr,JANDG,Hydro,2025,200
Canada,Terr,JANDG,Natural Gas,2025,0
Canada,Terr,JANDG,Natural gas with CCUS,2025,0
Canada,Terr,JANDG,Nuclear,2025,0
Canada,Terr,JANDG,Other fossil fuels,2025,200
Canada,Terr,JANDG,Solar,2025,0
Canada,Terr,JANDG,Wind,2025,0
Canada,YT,IET,Biomass,2025,0.102966967
Canada,YT,IET,Distributed solar,2025,1.686666667
Canada,YT,IET,Hydro,2025,94.40243902
Canada,YT,IET,Natural Gas,2025,4.4
Canada,YT,IET,Other fossil fuels,2025,29.24
Canada,YT,IET,Solar,2025,0
Canada,YT,IET,Storage,2025,0.27741609
Canada,YT,IET,Wind,2025,0.81
Canada,AB,DSF,Biomass,2030,423
Canada,AB,EPRI,Biomass,2030,520.5033060000001
Canada,AB,IET,Biomass,2030,398.98242865
Canada,AB,JANDG,Biomass,2030,1400
Canada,AB,EPRI,Biomass CCUS,2030,0
Canada,AB,JANDG,Biomass with CCUS,2030,100
Canada,AB,EPRI,Distributed solar,2030,0
Canada,AB,IET,Distributed solar,2030,4414.00396
Canada,AB,EPRI,Energy efficiency,2030,0
Canada,AB,CER_HighDemand,Hydro,2030,894
Canada,AB,DSF,Hydro,2030,924
Canada,AB,EPRI,Hydro,2030,1204.0006919999998
Canada,AB,IET,Hydro,2030,894
Canada,AB,JANDG,Hydro,2030,1200
Canada,AB,CER_HighDemand,Natural Gas,2030,13307
Canada,AB,DSF,Natural Gas,2030,10110
Canada,AB,EPRI,Natural Gas,2030,9725.008783
Canada,AB,IET,Natural Gas,2030,8348.124286
Canada,AB,JANDG,Natural Gas,2030,6000
Canada,AB,CER_HighDemand,Natural gas with CCUS,2030,1498
Canada,AB,DSF,Natural gas with CCUS,2030,0
Canada,AB,EPRI,Natural gas with CCUS,2030,8032.006216999999
Canada,AB,JANDG,Natural gas with CCUS,2030,1200
Canada,AB,DSF,Nuclear,2030,0
Canada,AB,EPRI,Nuclear,2030,0.443921
Canada,AB,IET,Nuclear,2030,0
Canada,AB,JANDG,Nuclear,2030,0
Canada,AB,DSF,Other fossil fuels,2030,0
Canada,AB,EPRI,Other fossil fuels,2030,289.47134600000004
Canada,AB,IET,Other fossil fuels,2030,26.6
Canada,AB,JANDG,Other fossil fuels,2030,0
Canada,AB,EPRI,Other renewables,2030,0
Canada,AB,IET,Other renewables,2030,1125
Canada,AB,CER_HighDemand,Solar,2030,15
Canada,AB,DSF,Solar,2030,1333
Canada,AB,EPRI,Solar,2030,1566.8423699999998
Canada,AB,IET,Solar,2030,1903.745949
Canada,AB,JANDG,Solar,2030,7500
Canada,AB,CER_HighDemand,Storage,2030,1231
Canada,AB,DSF,Storage,2030,156
Canada,AB,EPRI,Storage,2030,817.838299
Canada,AB,IET,Storage,2030,2090.404845
Canada,AB,CER_HighDemand,Wind,2030,9253
Canada,AB,DSF,Wind,2030,28025
Canada,AB,EPRI,Wind,2030,5794.976764
Canada,AB,IET,Wind,2030,4660.257987
Canada,AB,JANDG,Wind,2030,11400
Canada,BC,DSF,Biomass,2030,304
Canada,BC,EPRI,Biomass,2030,752.3480089999999
Canada,BC,IET,Biomass,2030,2292.5364259000003
Canada,BC,JANDG,Biomass,2030,1600
Canada,BC,EPRI,Biomass CCUS,2030,0
Canada,BC,JANDG,Biomass with CCUS,2030,0
Canada,BC,EPRI,Distributed solar,2030,0
Canada,BC,IET,Distributed solar,2030,8.01
Canada,BC,EPRI,Energy efficiency,2030,0
Canada,BC,CER_HighDemand,Hydro,2030,17340
Canada,BC,DSF,Hydro,2030,17719
Canada,BC,EPRI,Hydro,2030,16129.00201
Canada,BC,IET,Hydro,2030,16468.8
Canada,BC,JANDG,Hydro,2030,16500
Canada,BC,DSF,Natural Gas,2030,526
Canada,BC,EPRI,Natural Gas,2030,418.044122
Canada,BC,IET,Natural Gas,2030,520.2857143
Canada,BC,JANDG,Natural Gas,2030,0
Canada,BC,DSF,Natural gas with CCUS,2030,0
Canada,BC,EPRI,Natural gas with CCUS,2030,1158.702981
Canada,BC,JANDG,Natural gas with CCUS,2030,0
Canada,BC,DSF,Nuclear,2030,0
Canada,BC,EPRI,Nuclear,2030,0.153459
Canada,BC,IET,Nuclear,2030,0
Canada,BC,JANDG,Nuclear,2030,0
Canada,BC,DSF,Other fossil fuels,2030,0
Canada,BC,EPRI,Other fossil fuels,2030,0.0864
Canada,BC,IET,Other fossil fuels,2030,33.971999999999994
Canada,BC,JANDG,Other fossil fuels,2030,0
Canada,BC,EPRI,Other renewables,2030,0
Canada,BC,IET,Other renewables,2030,3.253774838
Canada,BC,CER_HighDemand,Solar,2030,15
Canada,BC,DSF,Solar,2030,2000
Canada,BC,EPRI,Solar,2030,0.626268
Canada,BC,IET,Solar,2030,0
Canada,BC,JANDG,Solar,2030,0
Canada,BC,CER_HighDemand,Storage,2030,541.5
Canada,BC,DSF,Storage,2030,0
Canada,BC,EPRI,Storage,2030,0.131957
Canada,BC,IET,Storage,2030,1.864418834
Canada,BC,CER_HighDemand,Wind,2030,1780
Canada,BC,DSF,Wind,2030,999
Canada,BC,EPRI,Wind,2030,4104.143295999999
Canada,BC,IET,Wind,2030,712.5
Canada,BC,JANDG,Wind,2030,2400
Canada,Maritimes,EPRI,Biomass,2030,746.893869
Canada,Maritimes,JANDG,Biomass,2030,400
Canada,Maritimes,EPRI,Biomass CCUS,2030,0
Canada,Maritimes,JANDG,Biomass with CCUS,2030,0
Canada,Maritimes,EPRI,Distributed solar,2030,0
Canada,Maritimes,EPRI,Energy efficiency,2030,0
Canada,Maritimes,EPRI,Hydro,2030,1349.000967
Canada,Maritimes,JANDG,Hydro,2030,8100
Canada,Maritimes,EPRI,Natural Gas,2030,986.157208
Canada,Maritimes,JANDG,Natural Gas,2030,0
Canada,Maritimes,EPRI,Natural gas with CCUS,2030,337.593373
Canada,Maritimes,JANDG,Natural gas with CCUS,2030,0
Canada,Maritimes,EPRI,Nuclear,2030,558.797926
Canada,Maritimes,JANDG,Nuclear,2030,700
Canada,Maritimes,EPRI,Other fossil fuels,2030,1670.1115210000005
Canada,Maritimes,JANDG,Other fossil fuels,2030,0
Canada,Maritimes,EPRI,Other renewables,2030,0
Canada,Maritimes,EPRI,Solar,2030,0.310869
Canada,Maritimes,JANDG,Solar,2030,0
Canada,Maritimes,EPRI,Storage,2030,0.106975
Canada,Maritimes,EPRI,Wind,2030,6953.430656
Canada,Maritimes,JANDG,Wind,2030,4800
Canada,MB,DSF,Biomass,2030,0
Canada,MB,EPRI,Biomass,2030,0.111762
Canada,MB,IET,Biomass,2030,31.702924139
Canada,MB,JANDG,Biomass,2030,400
Canada,MB,EPRI,Biomass CCUS,2030,0
Canada,MB,JANDG,Biomass with CCUS,2030,0
Canada,MB,EPRI,Distributed solar,2030,0
Canada,MB,IET,Distributed solar,2030,8.52
Canada,MB,EPRI,Energy efficiency,2030,0
Canada,MB,CER_HighDemand,Hydro,2030,7859
Canada,MB,DSF,Hydro,2030,5318
Canada,MB,EPRI,Hydro,2030,7539.001002
Canada,MB,IET,Hydro,2030,6044
Canada,MB,JANDG,Hydro,2030,5500
Canada,MB,CER_HighDemand,Natural Gas,2030,402
Canada,MB,DSF,Natural Gas,2030,0
Canada,MB,EPRI,Natural Gas,2030,0.873243
Canada,MB,IET,Natural Gas,2030,510
Canada,MB,JANDG,Natural Gas,2030,0
Canada,MB,DSF,Natural gas with CCUS,2030,0
Canada,MB,EPRI,Natural gas with CCUS,2030,0.0688999999999999
Canada,MB,JANDG,Natural gas with CCUS,2030,0
Canada,MB,DSF,Nuclear,2030,0
Canada,MB,EPRI,Nuclear,2030,0.0595
Canada,MB,JANDG,Nuclear,2030,0
Canada,MB,DSF,Other fossil fuels,2030,0
Canada,MB,EPRI,Other fossil fuels,2030,0.0293
Canada,MB,IET,Other fossil fuels,2030,9.12
Canada,MB,JANDG,Other fossil fuels,2030,0
Canada,MB,EPRI,Other renewables,2030,0
Canada,MB,CER_HighDemand,Solar,2030,28
Canada,MB,DSF,Solar,2030,0
Canada,MB,EPRI,Solar,2030,0.1528
Canada,MB,IET,Solar,2030,0
Canada,MB,JANDG,Solar,2030,0
Canada,MB,CER_HighDemand,Storage,2030,512.4
Canada,MB,DSF,Storage,2030,0
Canada,MB,EPRI,Storage,2030,0.131074
Canada,MB,IET,Storage,2030,1.732413314
Canada,MB,CER_HighDemand,Wind,2030,302.1
Canada,MB,DSF,Wind,2030,2809
Canada,MB,EPRI,Wind,2030,198.481464
Canada,MB,IET,Wind,2030,258.45
Canada,MB,JANDG,Wind,2030,1200
Canada,NB,DSF,Biomass,2030,119
Canada,NB,IET,Biomass,2030,144.88607782
Canada,NB,IET,Distributed solar,2030,459.0617399
Canada,NB,CER_HighDemand,Hydro,2030,960
Canada,NB,DSF,Hydro,2030,944
Canada,NB,IET,Hydro,2030,956
Canada,NB,CER_HighDemand,Natural Gas,2030,723.3
Canada,NB,DSF,Natural Gas,2030,0
Canada,NB,IET,Natural Gas,2030,348
Canada,NB,DSF,Natural gas with CCUS,2030,0
Canada,NB,CER_HighDemand,Nuclear,2030,705
Canada,NB,DSF,Nuclear,2030,630
Canada,NB,IET,Nuclear,2030,705
Canada,NB,CER_HighDemand,Other fossil fuels,2030,1030
Canada,NB,DSF,Other fossil fuels,2030,1100
Canada,NB,IET,Other fossil fuels,2030,1503
Canada,NB,DSF,Solar,2030,0
Canada,NB,IET,Solar,2030,516.2011622
Canada,NB,CER_HighDemand,Storage,2030,155.1
Canada,NB,DSF,Storage,2030,0
Canada,NB,IET,Storage,2030,432.5185429
Canada,NB,CER_HighDemand,Wind,2030,1431
Canada,NB,DSF,Wind,2030,266
Canada,NB,IET,Wind,2030,1115.829586
Canada,NL,DSF,Biomass,2030,0
Canada,NL,IET,Biomass,2030,0.002552586
